CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
839,26,2,32671.24019240458,2,0,0,7166523.552588608,0
625,41,9,70614.49172058736,1,0,0,3788019.907830176,0
574,51,10,978594.1442802397,2,1,1,3114449.5195390508,0
561,59,8,502265.00131837995,1,1,0,4384845.220872512,1
568,43,5,145979.71256119665,3,1,1,3064495.3209058,0
642,40,4,405172.99694791774,2,0,1,6128996.408094994,0
684,47,2,374943.0296588934,1,0,0,2676497.3996471777,1
677,32,5,532737.6833625832,1,1,1,9666032.836505376,0
732,76,2,132756.51870097747,3,1,1,7591855.723147501,1
651,20,9,999033.9665878519,1,0,0,5025151.539200628,0
795,47,5,185074.48622218665,2,1,0,6734788.985995952,0
623,75,3,592300.2556813514,2,1,1,1726396.271378417,0
850,45,1,8128.031548049275,2,0,1,10046746.662799116,1
712,42,7,233131.02276943956,2,1,1,3819570.775599021,0
564,39,3,216708.4355378382,1,0,0,4759005.172201281,1
542,42,8,392066.23454319814,2,1,1,1288133.4256231268,0
698,65,6,37758.62331429009,1,0,1,5972574.609481789,0
627,18,1,780636.7665995838,2,1,1,2787311.685845782,0
721,68,3,122810.13653489013,2,0,1,5203311.523132059,1
697,23,4,565110.0182756406,2,1,1,3911451.1341509237,0
642,41,2,812814.4490557614,1,0,1,2844512.130139313,0
565,38,8,412627.7431169043,2,1,1,3391276.9964747657,0
498,53,4,675238.1898139078,2,1,1,5451576.068171042,1
605,21,1,542148.0957021663,4,1,0,2437018.0542623512,0
735,51,10,219663.34532304123,2,1,1,3502376.657952846,0
671,75,2,827370.7458684541,2,1,1,6326546.762528956,0
525,24,8,174566.98852171504,2,1,0,10204959.749748627,0
667,47,6,423397.397516337,4,0,1,5955177.63910601,0
688,35,1,684026.3564285861,3,1,0,3165476.715645425,0
561,51,8,238176.60043866595,2,0,1,4265771.659855378,1
665,45,3,180318.2528702926,2,1,1,5063178.012305156,0
655,35,8,307487.88996596454,2,0,0,4301150.098728585,0
535,52,1,851774.0157598822,2,1,1,6806116.333473866,0
685,72,9,1329071.4958562574,3,1,0,5434946.966028449,0
706,42,3,393820.600902027,2,1,1,6815704.76981974,0
758,55,4,541565.6775254086,1,1,1,4371112.419404741,1
755,25,1,1167934.56719585,3,0,0,7651000.4394425135,0
512,30,9,51873.60409862849,3,1,0,4667028.831436908,1
556,52,0,132033.93299944839,2,0,0,3057620.2617240166,1
701,67,6,617044.2248531405,2,1,1,9354640.762084443,0
701,50,9,867910.2080046132,2,1,1,1350044.5060777664,0
701,40,0,972556.8323236475,3,1,0,3522522.5493901446,0
850,44,10,268163.3284170006,3,0,0,3745944.296339211,1
707,26,10,46792.78016841355,2,0,0,10016612.546113126,1
763,54,7,287932.3371178421,2,0,1,8613717.768293023,0
745,58,2,131159.61637530196,3,0,1,7987856.287284395,0
715,38,9,172088.43914408746,2,0,0,4338682.675247337,0
618,37,5,739791.9170066616,2,1,1,9852356.00768355,0
725,48,6,39265.76330553618,3,0,0,5736704.007681943,0
572,38,9,878914.4896795797,2,1,1,6954526.740606245,0
626,44,0,279018.96679742384,2,1,1,5359390.762212414,0
601,76,5,453249.329420799,3,1,1,4901066.857353497,0
658,41,6,46964.29449991383,3,1,1,4496442.652147242,0
850,39,5,205761.0159140955,2,1,1,4580720.013161676,0
463,35,3,46991.03652250052,2,1,1,6216983.297356158,1
718,56,0,1629116.671143804,2,0,1,5734399.597550776,0
488,42,10,823210.8529276958,2,1,0,4937057.259592632,1
602,35,8,307753.1430257138,1,1,0,8019047.985397709,0
758,64,3,126545.35496152683,3,1,0,0.0,0
656,66,6,1354939.2250395669,2,1,1,6019774.49584239,1
542,35,6,211252.174269768,2,1,0,6435477.413317959,0
578,18,1,87763.00844567413,2,1,0,7293925.736510339,0
717,60,0,414099.1648049674,4,0,1,4870257.117893278,0
576,34,7,1439189.0679956556,2,1,0,5415840.134767915,0
671,56,7,1918.8224242571057,1,1,1,6971896.766629443,1
654,18,6,135986.2865047295,1,0,1,7982332.80856036,0
584,58,7,1393933.5454718182,2,0,1,4398928.029642464,1
850,26,2,93819.41434491007,2,0,1,5533951.566255121,0
713,55,10,60092.40034054828,2,1,1,8357147.928697515,0
447,45,1,422202.77534164564,2,0,1,751945.8482422978,1
668,30,6,989685.2592385181,1,1,0,3619974.8003708296,0
583,38,7,324191.9067177909,2,1,1,7931671.957205926,1
735,55,0,2000000.0,2,1,0,7185075.667216606,1
570,46,9,568424.5942415068,1,1,0,6044890.421853389,1
638,53,8,38480.97046190835,1,1,1,4102806.2537817596,0
700,74,10,2000000.0,1,1,0,3236363.002029161,1
736,21,3,262035.0029836781,1,0,0,3817568.7615152523,1
529,69,3,169419.29079601422,2,1,0,8096016.441637386,1
616,46,2,408086.0469667863,1,1,0,3743114.6216893075,0
602,31,5,181423.82930217084,2,1,0,5202845.928479316,0
584,25,0,45212.693841716544,1,1,0,3492584.710276508,1
826,42,5,714.6820667728733,4,0,1,6685548.060198054,1
690,58,1,298539.87369967584,3,1,1,3922547.439307118,0
523,43,8,906583.764283818,2,0,0,4804812.219691171,0
741,67,1,424684.38485531084,2,1,1,1633235.7339143488,1
850,23,6,2000000.0,2,1,0,1773263.5275901207,1
753,44,0,169029.39922558356,2,1,0,5015346.386643013,0
498,26,6,164568.15058946758,1,0,0,2349685.689604476,1
601,50,4,87027.58499483862,2,1,1,9210173.278669003,0
776,58,7,89601.3656543395,2,1,1,876953.775775501,0
579,38,3,167866.87189412498,3,0,1,3399649.4026717916,0
694,18,9,787132.0279851195,1,1,1,5033401.734535101,0
727,47,6,1180938.2522213827,3,1,1,4269734.124408431,0
557,51,5,1846186.1677175134,3,1,1,2791709.0866721617,1
644,51,4,132171.38537312954,1,1,1,3084144.3210094636,0
325,63,3,1065567.650180588,2,1,0,3018691.845001523,1
547,28,6,198938.3038315568,1,1,0,4426556.610359875,1
624,55,4,59865.27170030216,2,1,1,8903858.179034848,0
525,62,4,1020206.2908402602,2,1,1,5155874.593116419,1
813,18,0,505445.82926396054,2,1,0,7365800.978775048,1
506,49,1,90000.66295496526,2,0,0,6013952.691656283,1
605,37,4,280911.4612568502,4,0,1,7227724.79596444,0
663,43,2,169317.67364350636,1,0,1,0.0,0
794,50,1,667410.2220721652,4,1,0,4391083.957703541,0
506,37,3,302033.84985828813,2,1,1,7614270.846301427,0
766,34,3,2000000.0,3,1,1,3856528.3545013326,0
651,45,3,28150.263925654835,2,0,1,8524946.329739224,0
551,28,3,219264.31544737783,1,1,1,7967780.307535524,1
696,28,2,328793.6638526566,3,1,1,4061738.567745075,0
669,55,6,349717.00541264674,2,1,0,3993672.9619072867,0
589,27,8,189851.7694197366,2,1,0,2972788.3152910625,0
656,54,4,653261.689668063,2,1,1,3740811.5362724047,0
611,51,3,1038710.0869663209,2,0,1,2534821.8716621697,0
661,19,10,1396145.1814570029,2,0,0,5857622.360866011,0
716,34,1,817617.3452442143,3,0,1,2087907.0133071332,0
808,62,1,950497.7334592757,1,1,1,6207466.032380443,0
526,30,4,399860.1050856734,2,1,0,6256157.393800497,0
850,38,6,874028.904572959,3,1,0,1677591.189632155,0
454,51,9,180846.54916895053,1,1,0,8099637.212656679,1
634,56,9,254146.71798830817,1,1,1,6027218.588830444,0
708,41,8,190566.53427178593,3,0,1,6499396.042889738,0
678,36,6,314980.41357706,2,0,1,3482669.5969144553,0
587,66,4,168141.8585631103,2,1,1,6244758.236946237,0
629,71,9,1629997.9195840794,1,1,1,7252786.899444131,0
600,59,9,187597.426110966,2,1,1,4802783.201990645,0
591,46,9,51595.06860086345,1,1,1,9003844.918496722,0
734,32,5,374136.71202917164,2,0,1,5088129.269825876,0
685,32,10,29397.03457438875,3,1,1,7281571.600904949,0
580,52,2,58572.1508937265,2,1,0,5586017.61451731,0
739,51,4,123839.41559485625,2,0,1,6171043.065713735,0
680,66,7,312137.39138816175,4,1,0,1657335.4647304555,0
731,54,0,283919.31730258215,2,1,1,5742107.476430726,0
712,22,0,803949.2040466106,3,0,1,3530049.797485468,0
567,60,6,672527.5622860965,2,0,0,3307203.388444625,0
593,30,4,277840.2778063683,3,1,0,8488206.368931957,0
724,39,4,203010.78713509464,1,1,1,4572459.503875302,0
711,48,0,190241.4765694937,1,1,1,2993396.3380490066,0
647,74,8,743599.271154491,2,1,0,4281736.74378225,0
661,80,0,26738.578757295512,2,1,1,2399099.5421561725,1
777,54,4,6452.278144436408,3,0,0,7867768.93639254,1
590,42,9,793702.2012497475,2,1,0,3608638.51166697,1
704,53,8,324226.865849193,2,1,0,6058599.867887339,0
629,58,3,70137.69175005466,3,1,0,7712213.42842065,0
628,40,7,134309.75135715876,2,1,1,3999694.6375705414,0
759,71,5,1347843.123612141,2,1,1,6064044.864545573,0
732,48,10,981284.4846287539,2,0,1,2939827.89019114,0
731,52,2,618566.7122174916,2,1,1,9891539.138227368,0
780,54,3,329107.4694399528,1,1,0,6872760.2692332445,1
652,51,1,367321.81185080094,4,0,1,4614787.122478388,0
718,57,0,1849354.508865844,1,1,0,3454332.5382220726,1
618,35,7,1687332.897110837,1,0,1,4772006.894320747,0
682,36,0,121207.17671570604,3,1,1,4320032.555296961,0
636,28,10,833280.8389512327,2,1,0,8905889.107999014,1
659,51,0,109851.40508381347,2,0,1,2548930.5555701954,0
709,56,3,120105.10454636377,2,1,0,5269602.846580407,0
568,51,9,563649.4734531828,2,1,0,4963323.86673258,0
850,70,9,259597.8599019197,2,1,0,4765179.399310261,0
549,44,5,1340785.011432452,2,0,0,4782766.690123315,0
528,55,8,46611.5338621994,2,0,0,4767858.379759033,0
765,28,0,358234.14886985964,3,1,0,6746132.1326642,0
729,39,6,1253708.2354262397,2,0,1,6217968.89298487,0
712,55,9,1172295.8761403835,4,1,0,5837823.222745573,0
712,57,10,85115.00558260673,1,1,1,0.0,0
648,40,4,228356.3334258999,2,1,1,5599589.748326328,0
560,43,7,482637.2949618066,2,1,1,1688721.2796598352,0
657,22,6,86816.63560918024,4,1,0,6292640.326271651,0
582,39,3,1721356.246380777,1,1,0,7948994.73514103,1
747,58,3,1231079.644343585,2,1,1,3147521.774822898,0
635,53,5,91330.91476075817,3,1,1,4476438.5553145865,0
567,52,5,64573.62922081376,2,1,1,3801288.589894006,0
617,45,8,44638.87134224664,3,0,0,7470863.551513601,0
691,45,4,1200891.562557118,1,0,1,5190055.770544146,1
593,35,7,107602.45406848627,3,1,0,8456658.761132667,0
567,55,4,269171.1532773454,4,1,1,5827508.405894775,0
674,51,1,297875.3761993111,2,1,1,5484900.361271638,0
674,52,5,456910.69686728326,2,1,0,5136413.565205673,1
599,37,8,37219.19846375493,1,0,1,6635984.198514674,0
602,18,2,128582.0059351419,4,1,0,1524627.6035093134,0
673,61,0,1340390.6033051407,2,1,1,5170687.9110410195,0
505,37,0,1195217.1773750186,1,1,1,4859907.11254407,1
509,32,2,760005.7938611065,2,1,1,6450837.654315532,0
578,55,9,9795.960013547654,2,0,0,4624596.788251926,1
628,39,4,198010.00329436467,1,1,0,2922531.13167466,0
681,60,2,494375.2521816599,2,1,1,5014701.349839399,0
797,54,8,160923.00980850545,1,0,1,2834318.942263313,0
735,55,7,1201681.9219025285,2,1,1,1149475.5748250294,0
634,24,2,502409.9871637139,2,1,0,6454244.962970986,0
648,63,8,37311.515557303006,2,1,0,6158123.145389341,1
549,48,5,1198478.5950641348,3,1,1,5934181.887987149,0
648,39,6,1582272.6396433057,3,0,1,7605856.8438916225,0
621,47,3,40449.096710755904,2,1,1,3669936.2193921497,0
682,18,3,380028.50603519485,1,0,1,2137771.71445749,0
567,51,1,180746.32395452104,2,1,1,4859940.446383911,0
701,29,4,249480.70508906385,2,0,0,4304999.400588179,0
803,24,7,99012.84260001821,2,1,0,3315408.5664598625,0
639,22,6,431460.41869665455,2,1,1,4840301.693024408,0
690,61,6,1584797.096088541,2,1,1,3776789.7075908305,0
719,35,5,349655.6702805214,4,0,1,1327989.4332863376,0
609,68,2,43277.330501662844,1,1,1,4117646.6184124793,0
672,36,4,483793.76770946867,2,1,0,2727249.6665922855,0
651,19,0,207926.68571670767,1,0,0,5463296.143221846,1
659,28,6,968711.2987905662,4,1,1,3687930.48351869,0
572,63,8,285180.0305133488,1,1,1,7223262.948282103,0
652,42,0,107116.44034926407,1,1,1,8207732.134535732,1
699,36,1,106043.46500803507,2,1,1,6358762.746023812,0
795,47,2,732158.6132536628,2,0,1,1897947.63603336,0
745,52,2,154342.2764910269,2,1,0,8010391.997758079,0
850,61,7,728859.5095576512,2,1,1,8151440.90074753,0
573,66,6,115264.95090944534,2,0,1,5037581.022615882,0
737,39,5,194072.75748193698,1,1,1,7645852.320671064,0
668,25,9,313199.5877276107,2,1,1,3896649.7239066437,0
850,38,9,1434072.943573574,3,1,0,1267508.1303008213,0
569,48,10,1342152.8585840284,2,1,0,3479431.1227568127,1
566,30,3,115885.25047167866,3,0,0,8458601.732089512,1
590,30,8,221754.1096230726,2,0,0,2017840.152777053,0
437,50,0,80906.28860210617,2,1,1,4999042.563862989,1
597,44,10,356659.71898022504,1,0,1,5068287.786680425,0
574,45,1,308632.75966374355,2,1,1,3974051.5120643764,1
665,33,3,1155107.8785540035,3,0,1,4112956.80032577,0
684,41,2,1329668.432735383,4,1,0,5144498.268472405,0
837,31,0,241903.13730556986,2,1,1,3875675.3161305455,0
745,58,4,338379.05210747337,1,1,0,2155883.0056641377,0
592,60,6,1132819.295151618,1,0,0,5430063.885886912,0
560,18,1,821776.142717993,2,0,1,7146733.164889945,0
699,31,4,1831.505994527427,2,0,1,6739145.037306842,1
517,22,5,192875.0395181092,1,0,1,3380529.065220377,1
833,35,10,273895.4508412922,4,1,0,2497544.1692446484,0
767,43,6,130498.18462554319,2,1,1,4431624.235690443,0
603,23,0,111304.1072512288,4,1,0,8135583.019591328,0
478,31,6,19258.42389207312,3,1,0,6291196.157919091,1
785,29,3,515527.83915293834,3,1,1,6407929.353588467,0
638,48,7,152251.57203151085,2,1,1,6779713.903570989,0
773,46,3,26883.532888359096,2,1,1,5841533.125037173,0
490,34,5,131318.7027267884,2,1,1,5241217.095227158,1
590,47,8,809526.8805275634,2,1,1,6324613.793295936,0
650,36,4,953548.7362639362,2,1,1,3907667.7915639607,0
654,40,3,329920.27325986227,4,0,1,2171073.9772673585,0
604,70,7,268987.6572250531,3,0,1,6445993.869248646,0
712,65,8,1905042.2729556723,3,1,1,7475476.2114984505,0
543,25,3,111924.81250533611,3,0,1,2763536.1212879373,1
635,57,2,121264.67556732954,2,1,0,6643842.9648318,1
662,57,7,172561.79991386872,1,1,1,8361531.426776379,1
701,27,4,94828.58936821208,2,0,1,4995507.596485758,0
721,57,1,238506.54769086614,2,0,0,3363995.6305165077,0
537,68,9,1208629.0118397025,3,1,1,5246037.347053511,0
496,28,8,477707.9176162458,2,1,0,3898932.0635985974,1
777,31,2,265468.71574718144,2,0,1,3766539.7800871967,0
683,60,1,1362172.0739813142,2,1,1,5866368.1345430855,0
575,49,0,24839.001140343265,1,1,0,1792541.0499402094,1
805,53,7,118035.993461767,2,1,1,2112142.155015546,0
661,50,10,417227.05377173325,3,0,1,5038581.760747885,0
767,50,2,477974.1803817415,1,1,1,4955382.922175137,0
656,25,6,20180.585026108794,2,0,0,5687109.154079871,0
850,60,0,257951.5444072381,2,1,1,8750450.776966777,0
825,62,0,523703.89899573964,1,1,1,5209028.072151642,1
625,41,8,598780.9431288189,1,1,1,6196344.300669589,1
747,44,7,508248.8064474814,4,1,1,3048934.128770736,0
714,22,2,193245.54756851975,2,1,1,6535875.327033075,0
786,52,5,49093.22412956544,2,1,1,3947218.2697786447,0
553,53,10,278532.91154740617,1,0,1,5142841.665162186,1
718,44,2,68915.70501287273,2,1,0,4782302.749861676,0
755,61,3,1474650.1440486426,2,1,1,7065948.469828062,0
474,39,0,322341.26422726887,2,0,1,2380046.891250001,1
531,53,4,190819.97803880996,1,1,1,433522.7307699211,0
446,29,0,726867.2289333831,3,0,0,4573134.605824151,1
623,44,0,344526.37965942506,2,0,0,5937062.513810248,0
721,42,9,185556.49638479456,2,0,0,5304538.751615,0
800,48,10,835570.8739216108,2,1,0,7464408.474827822,1
657,39,10,1009275.399054457,2,1,1,5874745.348359337,0
812,43,6,558910.0408782959,3,1,0,3872303.33628028,0
511,57,5,24051.521909374485,4,1,1,349159.69172063936,0
479,38,1,417727.4926386391,2,1,0,4525375.531609563,1
644,20,10,720470.133558868,3,1,0,7055918.004515596,0
688,71,1,73382.43481399347,3,0,1,4215904.434665771,0
646,65,10,129819.97778458231,4,1,0,5056640.527355528,1
443,25,6,1070637.6436355258,2,0,1,5842720.508613417,1
641,55,0,10163.460502122278,2,1,0,2969415.251500368,1
519,37,1,698631.4234669494,2,0,1,6246471.793277634,0
716,48,7,321011.5781375869,3,1,1,8274243.5800034115,0
686,49,5,295992.67649035394,1,0,1,4654373.296213187,0
556,41,1,3560.9163241203537,2,0,0,2741871.156335396,1
598,33,6,855730.4213671698,2,1,1,4866797.945956052,0
544,34,3,223006.77364636376,2,1,1,551231.7827822622,0
643,31,1,389097.2960243622,2,1,1,5673806.527953232,0
745,32,5,565517.1533900455,3,1,1,5904548.755297158,0
551,43,10,606388.3499640904,2,1,0,8351272.5876911245,0
700,34,8,1561556.2696167359,3,1,1,4612010.41486675,0
596,55,10,378938.8101754112,2,1,0,5816970.676292941,1
570,67,8,255179.15896387654,2,1,0,3277423.7952281977,1
639,36,7,1536345.8234562005,2,1,1,4287145.758949842,0
546,48,2,513765.12953197386,1,1,0,1949629.126675604,1
594,52,2,177018.04031342937,2,1,0,4610420.757433529,0
530,52,1,67603.10883985426,2,0,0,4389381.69296287,1
